game,authorChannelId,community_id,weighted_degree,in_degree,out_degree,pagerank,betweenness,centrality_group
BanG Dream,UCSTDzD0sQ8dbTf44-R5dMVA,0,40.0,40.0,0.0,0.009792979945338497,0.046648388996575,High centrality
BanG Dream,UCNclYw5uBHCU_NzkdieMljQ,1,18.0,18.0,0.0,0.004891750130173719,0.015117806122194587,High centrality
BanG Dream,UCo94mQrgZn_4fbgHHENceOg,16,20.0,20.0,0.0,0.004265858187540585,0.044191628117094435,High centrality
BanG Dream,UCteXp_OGYCDBIVNHncHFb_g,11,20.0,20.0,0.0,0.004197698740222901,0.01705289221285824,High centrality
BanG Dream,UCRvFbhB4iK3urmUlh40AyyA,17,20.0,20.0,0.0,0.004167978286028474,0.028398155093511845,High centrality
BanG Dream,UCk40eKOLYpghLZFOUf-x0NQ,24,20.0,20.0,0.0,0.004159339280177779,0.0040339199305790465,High centrality
BanG Dream,UC1U-QifF6Es2NoJMy8PKvUQ,7,20.0,20.0,0.0,0.0038008731024696215,0.008961935321504971,High centrality
BanG Dream,UCgpyQn-CmEj1LIdNhxKGCgg,16,20.0,19.0,1.0,0.003784209962060027,0.019549458983405772,High centrality
BanG Dream,UCZWDLFpiyZ-GtFrLIhpkEUw,0,20.0,20.0,0.0,0.003725370446479255,0.01648214751754139,High centrality
BanG Dream,UCQkH2B9PCEkFfPnsUkf19Uw,13,4.0,4.0,0.0,0.003690267294786441,0.012181284410191546,High centrality
BanG Dream,UCmzdMomIrEkMzNNKyTQYHtA,14,19.0,19.0,0.0,0.0035617410801420065,0.02128176790371786,High centrality
BanG Dream,UCfCT_opCsOxr2vYb3Bt6cIg,0,17.0,15.0,2.0,0.0035483249356906437,0.045202995864174464,High centrality
BanG Dream,UCbyWRicYhR55L-2MtOUPL6g,13,20.0,20.0,0.0,0.0032567992575133885,0.017814474764361512,High centrality
BanG Dream,UCn6sPs9yZtri8G-5e9t_Nxw,7,19.0,19.0,0.0,0.003187669535396541,0.00408990814143702,High centrality
BanG Dream,UC2AX-e4_ZX2J8VU54YnhAow,10,19.0,19.0,0.0,0.0031339585154521155,0.14195417846605143,High centrality
BanG Dream,UCqMJOCgIEmtXNCnEFa4j2lw,9,17.0,17.0,0.0,0.00297438133815373,0.013054729832476155,High centrality
BanG Dream,UC5vsgyyPm7DeZyszxAItPwA,12,22.0,20.0,2.0,0.002902666506722853,0.04085629235835918,High centrality
BanG Dream,UCP1gOFrciHMvt9-kNlkUNNg,30,13.0,13.0,0.0,0.0028344109587131357,6.795016987542469e-05,High centrality
BanG Dream,UCYOlIDsw45ZPccY6Bf7djUA,7,19.0,19.0,0.0,0.0028077499340577843,0.010876633205875091,High centrality
BanG Dream,UCsCaF6H613kkLK4h6pFpJwA,1,17.0,17.0,0.0,0.0028067347071882927,0.007313517529825571,High centrality
BanG Dream,UCFIMk070zMO1xofRqrM7p2Q,7,4.0,4.0,0.0,0.0027519157251855906,0.0011174027935069838,High centrality
BanG Dream,UCqHWCMzN7H4pJa2yvyL1CEg,1,16.0,15.0,1.0,0.0027223454417670255,0.011471317496570644,High centrality
BanG Dream,UCc43odAQTyk8d1ufV4xRsGA,16,13.0,13.0,0.0,0.0026844426950267844,0.00697432993582484,High centrality
BanG Dream,UCf4ntHPlHJvcJw060doIalQ,19,13.0,13.0,0.0,0.002645422742063471,0.013468543989658499,High centrality
BanG Dream,UCPsfosif42gwshsKfUCt3Pg,7,17.0,16.0,1.0,0.0026144575053064878,0.017731812814815597,High centrality
BanG Dream,UCMXlpOxHK74Do_GIuUIqRWA,1,20.0,20.0,0.0,0.002579476107253507,0.019909217218171706,High centrality
BanG Dream,UC99ktfger3_kkdniFjJYD-Q,8,20.0,20.0,0.0,0.0025074143921322554,0.01627136625381246,High centrality
BanG Dream,UCiw5H6HQhtwN_s_7v2eMy6A,4,20.0,20.0,0.0,0.0023956149279271456,0.0047495910406442675,High centrality
BanG Dream,UCWk7ntM_djcnCz-tc0HgSRg,31,17.0,17.0,0.0,0.002351179886834894,0.00697432993582484,High centrality
BanG Dream,UC7XHrsBbcqBoV5Izx6cAFbg,15,13.0,13.0,0.0,0.0022997285088511414,0.013348896259145412,High centrality
BanG Dream,UCy_lU00xllqO2PYoqTTDKLg,11,11.0,11.0,0.0,0.0022845273251965153,0.0027935069837674597,High centrality
BanG Dream,UC69NIIWxMi2A26_cC5G_e4w,4,20.0,20.0,0.0,0.002244775759792675,0.015243178918769008,High centrality
BanG Dream,UC-n27SuSbJYxrtWnPCciZbw,28,11.0,11.0,0.0,0.0021781231981542965,0.00832490207037206,High centrality
BanG Dream,UCpZnS6CeLc7rCb9Kn-Sxl8Q,3,11.0,11.0,0.0,0.0021745505984931907,0.010494076830430169,High centrality
BanG Dream,UCNdwl-yEBoMd3CjvDh0yO3A,1,19.0,19.0,0.0,0.0021535396031321856,0.005434168029864516,High centrality
BanG Dream,UC55rmsQPlz2kmNkeZegqdNA,11,3.0,3.0,0.0,0.0021269864061963604,0.027358625453203667,Peripheral
BanG Dream,UC8tfNHmU8-GyIaIMNWYlUpQ,14,11.0,11.0,0.0,0.0021012327806909743,0.0025141562853907137,High centrality
BanG Dream,UCulzAY3Rz4K3_sbxV5Dt27A,4,19.0,19.0,0.0,0.002091234896445218,0.0065515168946652545,High centrality
BanG Dream,UCDDvIdlEMDMuoZbNZIEhN6w,0,12.0,12.0,0.0,0.002035196307865629,0.011411197397041113,High centrality
BanG Dream,UC7xNqpmGM1to4HmWWWzEcfQ,3,10.0,10.0,0.0,0.0019954422506815992,0.008803975044237007,High centrality
BanG Dream,UCFNM_-OWKfHuXE-SdVEk8cA,18,12.0,12.0,0.0,0.0019877141999379805,0.006480148715056451,High centrality
BanG Dream,UCGCY9kOeptW6M4WMzvxTlAg,32,11.0,11.0,0.0,0.001967927657414218,0.0,High centrality
BanG Dream,UC0gQUj0_lyDtIb-hZ6mosuQ,23,8.0,8.0,0.0,0.0019628849883223764,0.0019520023674431046,High centrality
BanG Dream,UCNOQ_6-xJpeBmkR_UPIn_NA,17,15.0,15.0,0.0,0.0019474191769101013,0.0022258084811878696,High centrality
BanG Dream,UCjLC3DShK0B_yKVZK8lNITg,5,8.0,8.0,0.0,0.001905173108668503,0.003631703617763843,High centrality
BanG Dream,UCdgEzQ7Xo5360S3-zU8AlDw,2,33.0,8.0,25.0,0.0018954270391825499,0.1062919001035177,High centrality
BanG Dream,UCxhqaKbp-D1CcaDESoiPQUA,22,9.0,9.0,0.0,0.0018708530418462873,0.007611618939761635,High centrality
BanG Dream,UC4mJbtMKLaJJxSD9NWhpOqA,3,17.0,17.0,0.0,0.0018636160524468125,0.002873542198108045,High centrality
BanG Dream,UCbuQMnchTmvEctv77YIy5Fw,19,9.0,9.0,0.0,0.0018508225211995586,0.006755884901977765,High centrality
BanG Dream,UCIqQ4myhTMf4TIEdRSeaBbQ,6,11.0,11.0,0.0,0.0018476442775668053,0.002265477538693847,High centrality
BanG Dream,UCRA8pk7WrojZo61eTo61yIw,26,11.0,11.0,0.0,0.0018012962533182726,0.011694979237448094,High centrality
BanG Dream,UCt8o7AAq0J6u29xHTA0aFHQ,5,19.0,12.0,7.0,0.0017957418731817411,0.02816826017651115,High centrality
BanG Dream,UCNUTzt3_1h9z98ks3TYsGqQ,25,10.0,10.0,0.0,0.001755742229114228,0.09438650957270034,High centrality
BanG Dream,UC0EbzboUWY_3-0nG7xRGM3g,19,11.0,11.0,0.0,0.001723737971321199,0.03667433870197039,High centrality
BanG Dream,UCo5XQUCWZ0fxSgQU28UiruQ,4,8.0,8.0,0.0,0.0016683451762645658,0.011585462427761406,High centrality
BanG Dream,UCCyC8ExGeRuMu8prF6vBgBQ,12,2.0,2.0,0.0,0.0016671273737413287,0.00027935069837674596,Peripheral
BanG Dream,UCxXNbhQWLbFhQaezIo9vagg,0,12.0,11.0,1.0,0.001656521569270044,0.05138220134175233,High centrality
BanG Dream,UC92-FkZm9quUlUdGw-Si8Cg,24,9.0,7.0,2.0,0.0016309870832005935,0.006233633659030035,High centrality
BanG Dream,UCQnDIY_QQRG2KqoQqabPsfg,8,11.0,11.0,0.0,0.0015956068455450932,0.020955217049214773,High centrality
BanG Dream,UC5lARryz36U5L3X3T0pPs6g,27,12.0,12.0,0.0,0.0015952692329204406,0.0022348055870139677,High centrality
BanG Dream,UCAgsN_AuURDEtEXTTonvlnA,4,8.0,8.0,0.0,0.0015745181583016155,0.0019673109649043963,High centrality
BanG Dream,UCBoTqej8wDT4YfqvYmgql-w,2,6.0,6.0,0.0,0.0015435543480689584,0.0013967534918837299,High centrality
BanG Dream,UCsGlWoVi0MdL1d9tuHlqbwQ,29,10.0,10.0,0.0,0.0015372316201592762,0.01780182010001108,High centrality
BanG Dream,UC1ZwymTK4f5FHnj4FFxBNqg,5,9.0,9.0,0.0,0.0014965070707247546,0.08531403371078053,High centrality
BanG Dream,UCDPgdfZVjIg0Zf8Rmoyn1Kg,4,8.0,8.0,0.0,0.0014746987012902184,0.005309550773876935,High centrality
BanG Dream,UCzm-or2N_I8JXgnU5JHdJ0g,5,8.0,8.0,0.0,0.0014723175637894354,0.013158553962671297,High centrality
BanG Dream,UC1QfPhlpPrjMwsrKxvdzuDg,18,7.0,7.0,0.0,0.0014355680067275178,0.001403359758399396,High centrality
BanG Dream,UCLbLwraZ5Qpo-Twvt0d2TWA,36,7.0,7.0,0.0,0.0014347071643071915,0.0,High centrality
BanG Dream,UCXjNB7l2lyJJbSs9L7iko-g,5,11.0,8.0,3.0,0.0014013808834880026,0.04767443263606909,High centrality
BanG Dream,UC4IrcMIuSqNe5QUsB8XKvmw,3,16.0,7.0,9.0,0.0013847177430784078,0.05462284399139172,High centrality
BanG Dream,UClNUBP_8fF79Qn1zns--v2w,9,7.0,7.0,0.0,0.001368018233627331,0.0035901017316645853,High centrality
BanG Dream,UCcx-AUu0kO5Gomg74Qu-DlA,1,9.0,9.0,0.0,0.0013602268629571835,0.022680625815078893,High centrality
BanG Dream,UCAUwkh4HR3f-nNu8P4eZCcQ,14,8.0,8.0,0.0,0.0013563767822248178,0.045430749968179335,High centrality
BanG Dream,UCBakWrMnULQlVm_Q2HsfRjw,7,10.0,10.0,0.0,0.0013547240903411379,0.014423408139466362,High centrality
BanG Dream,UCeKoE-Teud0GnqilECWT52w,12,9.0,9.0,0.0,0.0013425082271511612,0.0040188098378256395,High centrality
BanG Dream,UCbDQF8ai-OEjMseIJkyh3Kw,35,7.0,7.0,0.0,0.001334728321849624,0.0013967534918837299,High centrality
BanG Dream,UCg2IoT129-EkyAJGfMnoziw,3,9.0,9.0,0.0,0.0013235831925350787,0.01960231833306578,High centrality
BanG Dream,UCn_gtiKSE_9HKKU50YGD3vA,0,6.0,6.0,0.0,0.001301402041030435,0.00503208758021895,High centrality
BanG Dream,UCW3aaLopLOavp8Wxp6i7tzw,5,8.0,8.0,0.0,0.0012959282470269198,0.022954501288488378,High centrality
BanG Dream,UCwNi6ZZa5GbFzzd1VcE57FA,18,8.0,8.0,0.0,0.0012930704708256377,0.0067043494300658086,High centrality
BanG Dream,UCxf9EHtKPvEIb7QsDcUVk0g,17,11.0,11.0,0.0,0.0012888405967216637,0.01821653353117447,High centrality
BanG Dream,UCIPEm8UcJwOFeX3QuKtYdmA,6,11.0,11.0,0.0,0.0012745866319259177,0.0031660060400151005,High centrality
BanG Dream,UCILFfbE0NhBqf5zhGj3kP0Q,2,10.0,10.0,0.0,0.0012743187669209473,0.01882513159914399,High centrality
BanG Dream,UCUvk8DtZwW_jGc1GDBS13nQ,8,5.0,5.0,0.0,0.0012709452349456672,0.0013967534918837299,High centrality
BanG Dream,UCEsc9MCuhv4B71JzEeZnegQ,4,11.0,11.0,0.0,0.0012597441900064487,0.00490785828925842,High centrality
BanG Dream,UCyj0qE6XyzeFAWu3EivDkeg,3,6.0,6.0,0.0,0.0012347494793920567,0.001153957468227004,High centrality
BanG Dream,UCB22m1C8wnHBiwfXLnWQ6Qg,14,7.0,7.0,0.0,0.0012347494793920565,0.004602308884018963,High centrality
BanG Dream,UC57uJWtMBylT39ajRlLifQg,41,6.0,6.0,0.0,0.0012347494793920565,0.0,High centrality
BanG Dream,UCK3m-3_zqYYQqysi9thnUwg,5,4.0,4.0,0.0,0.0012310717133703238,0.004477161192902982,High centrality
BanG Dream,UCwrjQGYUTSnNjQrKZtAWneg,26,7.0,7.0,0.0,0.0012283241948074057,0.02891360404109258,High centrality
BanG Dream,UCf1JYMNiWE6uY1PtqJOC_Jg,2,11.0,10.0,1.0,0.0012279750874916225,0.029910767414942686,High centrality
BanG Dream,UC1LiMnx5m0Smi9xVA-m-_Gw,0,30.0,4.0,26.0,0.0012220304011442895,0.1454794231570027,High centrality
BanG Dream,UCQympBS8g2lVECl-Y7mVfbA,21,5.0,5.0,0.0,0.0012195210763496728,0.004754624386560966,High centrality
BanG Dream,UCDYXkDvRZLZm-rJ4IJM94wA,7,10.0,10.0,0.0,0.0012096775765530821,0.0065963672175117114,High centrality
BanG Dream,UCvZgbDxbb2bo7ZVEVLRoWeQ,18,6.0,6.0,0.0,0.001184760058163273,0.0012811438278595697,High centrality
BanG Dream,UChDm6G4-nrkoXvB_v9maTLA,25,6.0,6.0,0.0,0.001184760058163273,0.002501827039199632,High centrality
BanG Dream,UCncuil25GgWl1n1_PN_ipaA,1,8.0,8.0,0.0,0.0011835975746154813,0.006797067765554212,High centrality
BanG Dream,UC5wGcGaWtXSjmT-x43BW9PQ,5,6.0,6.0,0.0,0.0011783347735786222,0.004893355983389958,High centrality
BanG Dream,UCYQbtXiL9Zt2ZQPSh1XBCmg,11,10.0,8.0,2.0,0.0011612000849160918,0.052831253614833824,High centrality
BanG Dream,UC0SCwrnZtvgzB8APBU3aE1g,34,5.0,5.0,0.0,0.001134770636934489,9.437523593808985e-06,High centrality
BanG Dream,UCK_zwvfs8X5tEmQXPDnWNNA,33,5.0,5.0,0.0,0.001134770636934489,1.3212533031332578e-05,High centrality
BanG Dream,UCDy_GUDyF2l411FGb658N5g,8,5.0,5.0,0.0,0.0011203348997441808,0.004451742796023656,High centrality
BanG Dream,UCP0nL1He5eL_hIueWPv9fOg,10,1.0,1.0,0.0,0.0011200703053712597,0.0,Peripheral
BanG Dream,UCNFwCD1MwBmDkM-b8_CzMQA,0,5.0,5.0,0.0,0.0010747481325557504,0.004754624386560966,High centrality
BanG Dream,UCKpJd6QNKuKgxpfzkuTtNJA,10,7.0,6.0,1.0,0.0010422644019921763,0.0016154190328962368,High centrality
BanG Dream,UCl2rKzFr0K_1AGrMoy15zcQ,42,5.0,5.0,0.0,0.0010347917944769217,5.6625141562853905e-06,High centrality
BanG Dream,UCMXfrGRXen3V6TTBlnBzVmQ,28,6.0,6.0,0.0,0.0010347917944769217,0.001653516641908488,High centrality
BanG Dream,UCWTdY6U_oi5lg2Mf97Wsajw,47,4.0,4.0,0.0,0.0010347917944769217,5.6625141562853905e-06,High centrality
BanG Dream,UCRSDCAQunpqBUPDziMboZBQ,43,4.0,4.0,0.0,0.0010347917944769217,5.6625141562853905e-06,High centrality
BanG Dream,UCJ9bTY8cQnvhm-jGGZmPd3g,49,4.0,4.0,0.0,0.0010347917944769217,0.0,High centrality
BanG Dream,UC8lS42hO_Pedcs8yyOwzKnw,46,4.0,4.0,0.0,0.0010347917944769217,1.1325028312570781e-05,High centrality
BanG Dream,UCkPVTVbDJOfcElzpPfHskFQ,11,6.0,6.0,0.0,0.001024793910231165,0.01662987462392898,High centrality
BanG Dream,UChhpOQM4SCvKw5IRCG3BJzA,14,6.0,6.0,0.0,0.001018128654067327,0.0010761428391666218,High centrality
BanG Dream,UCUUBb584zDsQfg-i2Yy5cQw,44,3.0,3.0,0.0,0.001004334988392154,3.775009437523594e-06,Peripheral
BanG Dream,UCNcH96yVYYN7fJ55BcctBzw,28,5.0,5.0,0.0,0.0010014655136577327,0.0009472671219556837,High centrality
BanG Dream,UCNkZcKYWTiVNBLfSlMehT_w,10,6.0,6.0,0.0,0.0009967046163978485,0.005194463752994728,High centrality
BanG Dream,UC3hQFk8pKy-EgKFhFI1h6ig,2,5.0,5.0,0.0,0.0009848836713265783,0.004436357212687904,High centrality
BanG Dream,UCT-kB89_D9MZbcST5tQYA5A,2,18.0,5.0,13.0,0.000969648800094949,0.004434870601065392,High centrality
BanG Dream,UCGpkRuuqDX29DbSQRjUoKMg,26,5.0,5.0,0.0,0.0009681392328385436,0.0008380520951302378,High centrality
BanG Dream,UCFjJj9GmH9MvfbjLYXjhM_g,9,4.0,4.0,0.0,0.0009385788056440657,0.0008380520951302378,High centrality
BanG Dream,UCWASvSfighGAcfeq_3pwZBQ,19,5.0,5.0,0.0,0.0009348129520193543,0.0008380520951302378,High centrality
BanG Dream,UC36TkbVN_6HfUxZYh05VEYg,24,4.0,4.0,0.0,0.0009348129520193543,0.0008380520951302378,High centrality
BanG Dream,UCHVEB9_sUq7qqwnZpxptSpg,38,3.0,3.0,0.0,0.0009275301580588533,0.0,Peripheral
BanG Dream,UCmlOZqdxm94IVcyTUhEHcOg,12,5.0,5.0,0.0,0.0009248150677735976,0.004512463455130499,High centrality
BanG Dream,UC6xXbPSWpYU766NX0s6k-Xg,12,2.0,2.0,0.0,0.0009237882036950378,0.00027935069837674596,Peripheral
BanG Dream,UCUFNocdYcBut_Xvi0LAbcvQ,2,5.0,5.0,0.0,0.00092156821450278,0.0006964892412231031,High centrality
BanG Dream,UCd6HYOCx2RVl9tSKZ-LoN2Q,15,6.0,6.0,0.0,0.000903580405853085,0.009651350914091573,High centrality
BanG Dream,UCG2hrj13rfVs1W_kMnyv_Tw,3,4.0,4.0,0.0,0.0009014866712001652,0.0008380520951302378,High centrality
BanG Dream,UCLh8JPPAAFU5bXWemcYtlvA,6,5.0,5.0,0.0,0.0008997431649346229,0.014028394592430615,High centrality
BanG Dream,UCRI-qCpMBYXNdtLuFnW4DSQ,15,1.0,1.0,0.0,0.0008925711125735089,0.0,Peripheral
BanG Dream,UC6c9NhEV_zEWlghqxboZrUg,19,4.0,4.0,0.0,0.0008848235307905705,0.0008380520951302378,High centrality
BanG Dream,UCc-gSc1LSnKG2n04j7V0oBg,6,4.0,4.0,0.0,0.0008804756758391594,0.0008380520951302378,High centrality
BanG Dream,UC7eBjzw2-9-gXsR3LFBo_EQ,2,7.0,7.0,0.0,0.0008788987587634205,0.017079768590699082,High centrality
BanG Dream,UC7sYKnY7plgr8Rs_YKLq03g,6,2.0,2.0,0.0,0.0008750026696563389,0.00027935069837674596,Peripheral
BanG Dream,UCItyXPrFk5ojFUooqD8WvfQ,11,1.0,1.0,0.0,0.0008550801476176143,0.0,Peripheral
BanG Dream,UCO-EpKrZ2bxEO44jRd3Xndg,6,6.0,6.0,0.0,0.0008514972499713815,0.00785598841827607,High centrality
BanG Dream,UCIOmFnravpgG5fP0sH4wuwg,10,4.0,4.0,0.0,0.0008497793245922961,0.0008380520951302378,High centrality
BanG Dream,UCPUeFZji2vC3kpPbkQWE4cg,20,4.0,4.0,0.0,0.000839595006821671,0.0008380520951302378,High centrality
BanG Dream,UC67vIkfo9tvrVnbflcUeYZQ,53,5.0,5.0,0.0,0.0008348341095617868,0.0,High centrality
BanG Dream,UCk7RHeLeMB54vHOrziTVxhg,54,4.0,4.0,0.0,0.0008348341095617868,0.0,High centrality
BanG Dream,UCp3uSFDDG_ETAxS4YY6brkA,55,4.0,4.0,0.0,0.0008348341095617868,0.0,High centrality
BanG Dream,UCsFnrVrZLHmTAi5IS_9CPQw,56,3.0,3.0,0.0,0.0008348341095617868,0.0,Peripheral
BanG Dream,UCt1_vUNoelx4uD5Gzsthqjw,58,3.0,3.0,0.0,0.0008348341095617868,0.0,Peripheral
BanG Dream,UC-Rw_FNOFCtgxi_tySdKM9A,68,3.0,3.0,0.0,0.0008348341095617868,0.0,Peripheral
BanG Dream,UChxIqcHv-l9PSfafy3FJawg,67,3.0,3.0,0.0,0.0008348341095617868,0.0,Peripheral
BanG Dream,UCepAekviT6d7B3mBYeRwEqQ,60,3.0,3.0,0.0,0.0008348341095617868,3.775009437523594e-06,Peripheral
BanG Dream,UCAfEM-Ee3uZnYB-K75FladQ,63,3.0,3.0,0.0,0.0008348341095617868,0.0,Peripheral
BanG Dream,UCW9SmFhpFyGxknWgjayZyiQ,71,3.0,3.0,0.0,0.0008348341095617868,0.0,Peripheral
BanG Dream,UCNK_4QWBcihTBu5RsdWBFfg,7,4.0,4.0,0.0,0.0008348341095617867,0.0005709701774254435,High centrality
BanG Dream,UCD2wZyhwEw-75ezJT-3JaHQ,0,8.0,5.0,3.0,0.0008209918675031066,0.006786595845426033,High centrality
BanG Dream,UCvFw3JDB6_r-yaSmvSEA78Q,12,7.0,7.0,0.0,0.0008148383410702734,0.0013967534918837299,High centrality
BanG Dream,UCHCLD-Aai1XiOKV6Oq8tA_g,14,5.0,5.0,0.0,0.0008134100718923082,0.022444439760613947,High centrality
BanG Dream,UCzYU27RfOjf3uA61rbvltcQ,0,3.0,3.0,0.0,0.000811991504998211,0.0002837548760538568,Peripheral
BanG Dream,UCWo-XSfM97POFRktHCwtp6A,66,2.0,2.0,0.0,0.0008043773034770191,3.775009437523594e-06,Peripheral
BanG Dream,UCr-ScOkcOzEIVYGIP0g0xhg,62,2.0,2.0,0.0,0.0008043773034770191,0.0,Peripheral
BanG Dream,UC-i6HfN5RunBzw0qcFxkWYg,4,6.0,4.0,2.0,0.0008015078287425977,0.005244928182215838,High centrality
BanG Dream,UCJLVXufsgfNu_UYq-vBMs7g,9,4.0,4.0,0.0,0.0008015078287425977,0.0007695135492417488,High centrality
BanG Dream,UCOXH4QRKPp7gfPHlR5tdmOQ,12,8.0,6.0,2.0,0.0007981752006606789,0.05573513654911236,High centrality
BanG Dream,UCgr9XdIhZACvtYV0viEYGAg,18,5.0,5.0,0.0,0.0007962993356802275,0.0027870297215743882,High centrality
BanG Dream,UCmtbvHXhfTZRJ4uO-qERh_Q,6,4.0,4.0,0.0,0.0007891489004346353,0.0011174027935069838,High centrality
BanG Dream,UCe9-_2O-WhzQlXDZ23KjWxw,0,7.0,6.0,1.0,0.0007882131995981652,0.01827625581753064,High centrality
BanG Dream,UC7cmp38AdNfoS2lOdu2bBbw,15,6.0,5.0,1.0,0.0007748468040872463,0.0019856401934544637,High centrality
BanG Dream,UCGkh9NKmSNBCOQnVrQNGgiQ,0,4.0,4.0,0.0,0.000774811605183048,0.0011174027935069838,High centrality
BanG Dream,UCcPs8gUf2v5mvod_0Z8KUHA,2,4.0,4.0,0.0,0.0007731625684006527,0.00684552267182505,High centrality
BanG Dream,UCHTh1oiXPLlBOqQGA9Ai9pg,5,4.0,4.0,0.0,0.0007681815479234085,0.0027935069837674597,High centrality
BanG Dream,UCrMWPQ-NRozDBxjDO2bRpcw,0,4.0,4.0,0.0,0.0007672326025660544,0.004781961746571032,High centrality
BanG Dream,UCkjjf5d7aSAxqd90L9EjPvg,10,3.0,3.0,0.0,0.0007541514544325526,0.00036416257707310936,Peripheral
BanG Dream,UCOZLELQd7IBmtqRSv6fs_nA,57,1.0,1.0,0.0,0.0007493862502540987,0.0,Peripheral
BanG Dream,UCUa7q9r9f5vlbsM8ssVlU1w,1,4.0,4.0,0.0,0.0007436906678021844,0.0006983767459418649,High centrality
BanG Dream,UCR_o_8Ikzz4TIhXV8e578uw,10,9.0,5.0,4.0,0.0007419966129940456,0.00440705319795728,High centrality
BanG Dream,UCnEBfU_l2d44dK5QvhaaLfQ,16,3.0,3.0,0.0,0.0007416191614009573,0.0011537113436037559,Peripheral
BanG Dream,UCg65DbTIE5_EAV3Q-pUfeEg,25,6.0,6.0,0.0,0.0007348552671042194,0.005596119517936986,High centrality
BanG Dream,UCXfhYx0Bh7VU5k17rpsjPIA,0,3.0,3.0,0.0,0.0007348552671042194,0.0005587013967534919,Peripheral
BanG Dream,UCsahGWgDuFno10fzKoou_8A,33,3.0,3.0,0.0,0.0007348552671042194,3.775009437523594e-06,Peripheral
BanG Dream,UC8nqH3oRND3zS3cR08P1HDQ,25,3.0,3.0,0.0,0.0007348552671042194,0.004199697999244998,Peripheral
BanG Dream,UCpayzUvrbiOugKvvVrQByEw,11,2.0,1.0,1.0,0.0007278396544025676,0.00027935069837674596,Peripheral
BanG Dream,UCthLuhvoULhU4kkILYWqu0Q,5,5.0,5.0,0.0,0.0007220046979349176,0.0005587013967534919,High centrality
BanG Dream,UCwlMtqjl_pKNwrcf-3ac0Ow,5,5.0,5.0,0.0,0.0007184790741680669,0.0009400162984534446,High centrality
BanG Dream,UCAQGmg8TuWNnDJk9ha-SM8w,17,5.0,5.0,0.0,0.0007156285666316102,0.0037082456991856774,High centrality
BanG Dream,UCrfFp_QpPt3VO2o0HtUUI9w,17,6.0,6.0,0.0,0.0007156285666316102,0.0027639158532420114,High centrality
BanG Dream,UCyyexmirVOBT_-iCadk9pFg,3,4.0,4.0,0.0,0.0007153967521056178,0.006101043895494629,High centrality
BanG Dream,UCkJx9r1EzWvLTh9SSH06twQ,3,4.0,4.0,0.0,0.0007093420323426366,0.003008360677952977,High centrality
BanG Dream,UCOHL5oZ2Y_1vznAKPD4VcPg,45,2.0,2.0,0.0,0.0007043984610194516,3.775009437523594e-06,Peripheral
BanG Dream,UCqz-PkJik9piIorLcqgiLZw,12,11.0,3.0,8.0,0.0007015289862850302,0.006752811510455906,High centrality
BanG Dream,UCQl3KNgIPAoq6Q_ZUZF1z8w,10,4.0,4.0,0.0,0.0007015289862850302,0.0004969261359036054,High centrality
BanG Dream,UCYi6DDu0E0TksTRq67s1zOQ,8,3.0,3.0,0.0,0.0007015289862850302,0.004199697999244998,Peripheral
BanG Dream,UCT-KnubgSXoaZRpSoKGoGug,8,5.0,5.0,0.0,0.0007000940148149768,0.0005587013967534919,High centrality
BanG Dream,UC6pAPJnmurfyRMERHybq2HA,9,5.0,5.0,0.0,0.000688632532071666,0.008597453461977812,High centrality
BanG Dream,UCDkaTsGKg7quA-KzCMESydg,13,4.0,4.0,0.0,0.0006848658458754357,0.0013967534918837299,High centrality
BanG Dream,UCJRIuWGWQifKtqQYw5rj1Mw,0,4.0,4.0,0.0,0.0006848658458754356,0.0005587013967534919,High centrality
BanG Dream,UC3kfD2_q9lrGQkdSN5HVGfg,4,3.0,3.0,0.0,0.0006848658458754356,0.0005587013967534919,Peripheral
BanG Dream,UCDnvCUF6o8aCxITs1ucp4OA,10,5.0,3.0,2.0,0.0006848658458754356,0.0010273059015980875,High centrality
BanG Dream,UC48Nv7dQ3xyFZ461WXTaqpA,5,3.0,3.0,0.0,0.0006790541583236278,0.0005645893628622959,Peripheral
BanG Dream,UCenrO8U-N8wgh4jmKuocNMA,2,3.0,3.0,0.0,0.0006748679616296789,0.0005587013967534919,Peripheral
BanG Dream,UCy5EywuCnneZdkkHPJziV9g,9,5.0,5.0,0.0,0.0006724026172048639,0.014367464791091624,High centrality
BanG Dream,UCIuSDkn9SbkNx4tNz8Jvqdg,13,3.0,3.0,0.0,0.0006698644787877073,0.0005587013967534919,Peripheral
BanG Dream,UC-XjODzG1Q9q66CB5W0_tkA,8,3.0,3.0,0.0,0.0006674852197308143,0.0005587013967534919,Peripheral
BanG Dream,UC-ZjBPwZdY4bNDwdTXi3ZHw,1,4.0,4.0,0.0,0.0006525472260425821,0.004199697999244998,High centrality
BanG Dream,UCL8DmSJycogLYJXRq8uWkOw,18,5.0,4.0,1.0,0.0006521134600031307,0.01220933590736205,High centrality
BanG Dream,UCDfTwUzhzqpJYSQINBQHdww,6,3.0,3.0,0.0,0.0006515395650562465,0.004199697999244998,Peripheral
BanG Dream,UC0PC8c5DsuaFB1akUBEwY0A,22,4.0,4.0,0.0,0.0006508371471208486,0.0005587013967534919,High centrality
